gene,name
GIMAP7,V_4743
GIMAP8,V_4744
GIN1,V_4745
GINM1,V_4746
GINS3,V_4747
GINS4,V_4748
GIPC1,V_4749
GIPC2,V_4750
GIPR,V_4751
GIT1,V_4752
GIT2,V_4753
GJA1,V_4754
GJA10,V_4755
GJA4,V_4756
GJA5,V_4757
GJA8,V_4758
GJA9,V_4759
GJB2,V_4760
GJB3,V_4761
GJB4,V_4762
GJB5,V_4763
GJB6,V_4764
GJC1,V_4765
GJC2,V_4766
GJC3,V_4767
GJD2,V_4768
GJD4,V_4769
GK,V_4770
GK2,V_4771
GK5,V_4772
GKAP1,V_4773
GKN1,V_4774
GKN2,V_4775
GLA,V_4776
GLB1,V_4777
GLB1L,V_4778
GLB1L2,V_4779
GLB1L3,V_4780
GLCCI1,V_4781
GLCE,V_4782
GLDC,V_4783
GLDN,V_4784
GLE1,V_4785
GLG1,V_4786
GLI1,V_4787
GLI2,V_4788
GLI3,V_4789
GLIDR,V_4790
GLIPR1,V_4791
GLIPR1L2,V_4792
GLIS1,V_4793
GLIS3,V_4794
GLMN,V_4795
GLMP,V_4796
GLOD4,V_4797
GLOD5,V_4798
GLP1R,V_4799
GLP2R,V_4800
GLRA1,V_4801
GLRA2,V_4802
GLRA3,V_4803
GLRA4,V_4804
GLRB,V_4805
GLRX3,V_4806
GLS,V_4807
GLS2,V_4808
GLT1D1,V_4809
GLT6D1,V_4810
GLT8D1,V_4811
GLT8D2,V_4812
GLTSCR1,V_4813
GLTSCR1L,V_4814
GLTSCR2,V_4815
GLUD1,V_4816
GLUD2,V_4817
GLUL,V_4818
GLYAT,V_4819
GLYATL1,V_4820
GLYATL2,V_4821
GLYCTK,V_4822
GLYR1,V_4823
GM2A,V_4824
GMCL1,V_4825
GMCL1P1,V_4826
GMDS,V_4827
GMEB1,V_4828
GMEB2,V_4829
GMFG,V_4830
GMIP,V_4831
GML,V_4832
GMPPA,V_4833
GMPPB,V_4834
GMPR,V_4835
GMPR2,V_4836
GMPS,V_4837
GNA12,V_4838
GNA13,V_4839
GNA14,V_4840
GNAI1,V_4841
GNAI2,V_4842
GNAL,V_4843
GNAO1,V_4844
GNAQ,V_4845
GNAS,V_4846
GNAT3,V_4847
GNAZ,V_4848
GNB1,V_4849
GNB2L1,V_4850
GNB3,V_4851
GNB5,V_4852
GNE,V_4853
GNG11,V_4854
GNG2,V_4855
GNG4,V_4856
GNGT1,V_4857
GNL1,V_4858
GNL2,V_4859
GNL3,V_4860
GNL3L,V_4861
GNPAT,V_4862
GNPDA2,V_4863
GNPTAB,V_4864
GNPTG,V_4865
GNRHR,V_4866
GOLGA1,V_4867
GOLGA2,V_4868
GOLGA3,V_4869
GOLGA4,V_4870
GOLGA5,V_4871
GOLGA6A,V_4872
GOLGA6B,V_4873
GOLGA6C,V_4874
GOLGA6D,V_4875
GOLGA6L10,V_4876
GOLGA6L2,V_4877
GOLGA6L9,V_4878
GOLGB1,V_4879
GOLIM4,V_4880
GOLM1,V_4881
GOLPH3L,V_4882
GOLT1B,V_4883
GON4L,V_4884
GOPC,V_4885
GORAB,V_4886
GORASP2,V_4887
GOSR1,V_4888
GOT1,V_4889
GOT1L1,V_4890
GOT2,V_4891
GP1BA,V_4892
GP2,V_4893
GP5,V_4894
GP6,V_4895
GPA33,V_4896
GPAA1,V_4897
GPALPP1,V_4898
GPAM,V_4899
GPANK1,V_4900
GPAT2,V_4901
GPATCH1,V_4902
GPATCH2,V_4903
GPATCH2L,V_4904
GPATCH3,V_4905
GPATCH4,V_4906
GPATCH8,V_4907
GPBP1,V_4908
GPBP1L1,V_4909
GPC2,V_4910
GPC3,V_4911
GPC4,V_4912
GPC5,V_4913
GPC6,V_4914
GPCPD1,V_4915
GPD1,V_4916
GPD1L,V_4917
GPD2,V_4918
GPER1,V_4919
GPHB5,V_4920
GPHN,V_4921
GPI,V_4922
GPIHBP1,V_4923
GPKOW,V_4924
GPLD1,V_4925
GPM6A,V_4926
GPM6B,V_4927
GPN1,V_4928
GPN3,V_4929
GPNMB,V_4930
GPR1,V_4931
GPR101,V_4932
GPR107,V_4933
GPR119,V_4934
GPR12,V_4935
GPR132,V_4936
GPR137,V_4937
GPR137B,V_4938
GPR137C,V_4939
GPR139,V_4940
GPR141,V_4941
GPR142,V_4942
GPR143,V_4943
GPR148,V_4944
GPR149,V_4945
GPR15,V_4946
GPR150,V_4947
GPR151,V_4948
GPR152,V_4949
GPR153,V_4950
GPR155,V_4951
GPR156,V_4952
GPR158,V_4953
GPR161,V_4954
GPR162,V_4955
GPR17,V_4956
GPR173,V_4957
GPR174,V_4958
GPR176,V_4959
GPR179,V_4960
GPR180,V_4961
GPR182,V_4962
GPR183,V_4963
GPR19,V_4964
GPR20,V_4965
GPR22,V_4966
GPR25,V_4967
GPR26,V_4968
GPR27,V_4969
GPR3,V_4970
GPR31,V_4971
GPR32,V_4972
GPR34,V_4973
GPR35,V_4974
GPR37,V_4975
GPR37L1,V_4976
GPR39,V_4977
GPR4,V_4978
GPR45,V_4979
GPR50,V_4980
GPR52,V_4981
GPR55,V_4982
GPR6,V_4983
GPR61,V_4984
GPR63,V_4985
GPR65,V_4986
GPR75,V_4987
GPR75-ASB3,V_4988
GPR78,V_4989
GPR82,V_4990
GPR83,V_4991
GPR84,V_4992
GPR85,V_4993
GPR87,V_4994
GPR89A,V_4995
GPR89B,V_4996
GPRASP1,V_4997
GPRASP2,V_4998
GPRC5A,V_4999
GPRC5B,V_5000
GPRC5C,V_5001
GPRC6A,V_5002
GPRIN1,V_5003
GPRIN2,V_5004
GPRIN3,V_5005
GPS1,V_5006
GPSM2,V_5007
GPT,V_5008
GPT2,V_5009
GPX2,V_5010
GPX4,V_5011
GPX5,V_5012
GPX6,V_5013
GRAMD1A,V_5014
GRAMD1B,V_5015
GRAMD1C,V_5016
GRAMD3,V_5017
GRAMD4,V_5018
GRAP2,V_5019
GRB10,V_5020
GRB14,V_5021
GRB2,V_5022
GRB7,V_5023
GREB1,V_5024
GREB1L,V_5025
GREM1,V_5026
GREM2,V_5027
GRHL1,V_5028
GRHL2,V_5029
GRHL3,V_5030
GRHPR,V_5031
GRIA1,V_5032
GRIA2,V_5033
GRIA3,V_5034
GRIA4,V_5035
GRID1,V_5036
GRID2,V_5037
GRIK1,V_5038
GRIK2,V_5039
GRIK3,V_5040
GRIK4,V_5041
GRIK5,V_5042
GRIN1,V_5043
GRIN2A,V_5044
GRIN2B,V_5045
GRIN2C,V_5046
GRIN2D,V_5047
GRIN3A,V_5048
GRIN3B,V_5049
GRIP1,V_5050
GRIP2,V_5051
GRIPAP1,V_5052
GRK1,V_5053
GRK4,V_5054
GRK5,V_5055
GRK6,V_5056
GRK7,V_5057
GRM1,V_5058
GRM2,V_5059
GRM3,V_5060
GRM4,V_5061
GRM5,V_5062
GRM6,V_5063
GRM7,V_5064
GRM8,V_5065
GRN,V_5066
GRPR,V_5067
GRSF1,V_5068
GRWD1,V_5069
GRXCR1,V_5070
GRXCR2,V_5071
GSAP,V_5072
GSDMA,V_5073
GSDMC,V_5074
GSDMD,V_5075
GSE1,V_5076
GSG1,V_5077
GSG1L,V_5078
GSG2,V_5079
GSK3B,V_5080
GSN,V_5081
GSPT1,V_5082
GSPT2,V_5083
GSR,V_5084
GSS,V_5085
GSTA1,V_5086
GSTA2,V_5087
GSTA4,V_5088
GSTA5,V_5089
GSTCD,V_5090
GSTM4,V_5091
GSTM5,V_5092
GSTP1,V_5093
GSTZ1,V_5094
GTDC1,V_5095
GTF2A1,V_5096
GTF2E1,V_5097
GTF2F1,V_5098
GTF2H1,V_5099
GTF2H4,V_5100
GTF2I,V_5101
GTF2IRD1,V_5102
GTF2IRD1P1,V_5103
GTF2IRD2,V_5104
GTF2IRD2B,V_5105
GTF2IRD2P1,V_5106
GTF3C1,V_5107
GTF3C2,V_5108
GTF3C3,V_5109
GTF3C4,V_5110
GTF3C5,V_5111
GTPBP1,V_5112
GTPBP10,V_5113
GTPBP2,V_5114
GTPBP3,V_5115
GTPBP4,V_5116
GTSE1,V_5117
GTSF1L,V_5118
GUCA1B,V_5119
GUCA1C,V_5120
GUCA2B,V_5121
GUCY1A2,V_5122
GUCY1A3,V_5123
GUCY1B3,V_5124
GUCY2C,V_5125
GUCY2D,V_5126
GUCY2F,V_5127
GUF1,V_5128
GUK1,V_5129
GULP1,V_5130
GUSB,V_5131
GUSBP1,V_5132
GXYLT2,V_5133
GYG2,V_5134
GYLTL1B,V_5135
GYPA,V_5136
GYPC,V_5137
GYS1,V_5138
GYS2,V_5139
GZF1,V_5140
GZMA,V_5141
GZMB,V_5142
GZMH,V_5143
GZMK,V_5144
H1F0,V_5145
H1FNT,V_5146
H1FOO,V_5147
H2AFJ,V_5148
H2AFY,V_5149
H2AFY2,V_5150
H2AFZ,V_5151
H2BFWT,V_5152
H3F3B,V_5153
H3F3C,V_5154
H6PD,V_5155
HAAO,V_5156
HABP2,V_5157
HACD1,V_5158
HACD4,V_5159
HACE1,V_5160
HACL1,V_5161
HADH,V_5162
HADHA,V_5163
HADHB,V_5164
HAGH,V_5165
HAL,V_5166
HAND2,V_5167
HAO1,V_5168
HAO2,V_5169
HAP1,V_5170
HAPLN1,V_5171
HAPLN3,V_5172
HAPLN4,V_5173
HARBI1,V_5174
HARS,V_5175
HARS2,V_5176
HAS1,V_5177
HAS2,V_5178
HAS3,V_5179
HAT1,V_5180
HAUS3,V_5181
HAUS5,V_5182
HAUS6,V_5183
HAUS7,V_5184
HAUS8,V_5185
HAVCR1,V_5186
HAVCR2,V_5187
HAX1,V_5188
HBB,V_5189
HBD,V_5190
HBE1,V_5191
HBG1,V_5192
HBG2,V_5193
HBP1,V_5194
HBS1L,V_5195
HCAR1,V_5196
HCAR2,V_5197
HCAR3,V_5198
HCCAT5,V_5199
HCCS,V_5200
HCFC1,V_5201
HCFC2,V_5202
HCK,V_5203
HCLS1,V_5204
HCN1,V_5205
HCN2,V_5206
HCN3,V_5207
HCN4,V_5208
HCRTR1,V_5209
HCRTR2,V_5210
HDAC1,V_5211
HDAC10,V_5212
HDAC11,V_5213
HDAC2,V_5214
HDAC3,V_5215
HDAC4,V_5216
HDAC5,V_5217
HDAC6,V_5218
HDAC7,V_5219
HDAC8,V_5220
HDAC9,V_5221
HDC,V_5222
HDGF,V_5223
HDGFL1,V_5224
HDGFRP2,V_5225
HDHD2,V_5226
HDLBP,V_5227
HDX,V_5228
HEATR1,V_5229
HEATR3,V_5230
HEATR4,V_5231
HEATR5A,V_5232
HEATR5B,V_5233
HEATR6,V_5234
HEATR9,V_5235
HEBP2,V_5236
HECA,V_5237
HECTD1,V_5238
HECTD2,V_5239
HECTD3,V_5240
HECTD4,V_5241
HECW1,V_5242
HECW2,V_5243
HEG1,V_5244
HELB,V_5245
HELLS,V_5246
HELQ,V_5247
HELT,V_5248
HELZ,V_5249
HELZ2,V_5250
HEMGN,V_5251
HENMT1,V_5252
HEPACAM,V_5253
HEPACAM2,V_5254
HEPH,V_5255
HEPHL1,V_5256
HERC1,V_5257
HERC2,V_5258
HERC2P2,V_5259
HERC2P3,V_5260
HERC2P4,V_5261
HERC2P9,V_5262
HERC3,V_5263
HERC4,V_5264
HERC5,V_5265
HERC6,V_5266
HERPUD2,V_5267
HES1,V_5268
HEXA,V_5269
HEXDC,V_5270
HEXIM1,V_5271
HEY1,V_5272
HEY2,V_5273
HFE,V_5274
HFE2,V_5275
HFM1,V_5276
HGD,V_5277
HGF,V_5278
HGFAC,V_5279
HGS,V_5280
HGSNAT,V_5281
HHAT,V_5282
HHATL,V_5283
HHIP,V_5284
HHIPL1,V_5285
HHIPL2,V_5286
HHLA2,V_5287
HIBCH,V_5288
HIC2,V_5289
HID1,V_5290
HIF1A,V_5291
HIF3A,V_5292
HINFP,V_5293
HIP1,V_5294
HIP1R,V_5295
HIPK1,V_5296
HIPK2,V_5297
HIPK3,V_5298
HIPK4,V_5299
HIRA,V_5300
HIRIP3,V_5301
HIST1H1A,V_5302
HIST1H1B,V_5303
HIST1H1C,V_5304
HIST1H1D,V_5305
HIST1H1T,V_5306
HIST1H2AA,V_5307
HIST1H2AB,V_5308
HIST1H2AC,V_5309
HIST1H2AE,V_5310
HIST1H2AG,V_5311
HIST1H2AH,V_5312
HIST1H2AL,V_5313
HIST1H2BB,V_5314
HIST1H2BC,V_5315
HIST1H2BD,V_5316
HIST1H2BE,V_5317
HIST1H2BF,V_5318
HIST1H2BG,V_5319
HIST1H2BH,V_5320
HIST1H2BI,V_5321
HIST1H2BK,V_5322
HIST1H2BL,V_5323
HIST1H2BN,V_5324
HIST1H3B,V_5325
HIST1H3D,V_5326
HIST1H3E,V_5327
HIST1H3F,V_5328
HIST1H3H,V_5329
HIST1H3I,V_5330
HIST1H3J,V_5331
HIST1H4C,V_5332
HIST1H4D,V_5333
HIST1H4E,V_5334
HIST1H4H,V_5335
HIST1H4J,V_5336
HIST1H4K,V_5337
HIST2H2AC,V_5338
HIST2H2BE,V_5339
HIST2H2BF,V_5340
HIST3H3,V_5341
HIST4H4,V_5342
HIVEP1,V_5343
HIVEP2,V_5344
HIVEP3,V_5345
HJURP,V_5346
HK1,V_5347
HK2,V_5348
HK3,V_5349
HKDC1,V_5350
HKR1,V_5351
HLA-A,V_5352
HLA-B,V_5353
HLA-C,V_5354
HLA-DMA,V_5355
HLA-DMB,V_5356
HLA-DOA,V_5357
HLA-DQB1,V_5358
HLA-DRA,V_5359
HLA-E,V_5360
HLA-F,V_5361
HLA-G,V_5362
HLCS,V_5363
HLF,V_5364
HLTF,V_5365
HLX,V_5366
HM13,V_5367
HMBOX1,V_5368
HMBS,V_5369
HMCES,V_5370
HMCN1,V_5371
HMG20A,V_5372
HMGA2,V_5373
HMGB1,V_5374
HMGB1P1,V_5375
HMGB2,V_5376
HMGB3,V_5377
HMGB4,V_5378
HMGCL,V_5379
HMGCLL1,V_5380
HMGCR,V_5381
HMGCS1,V_5382
HMGCS2,V_5383
HMGN4,V_5384
HMGXB4,V_5385
HMHA1,V_5386
HMMR,V_5387
HMOX1,V_5388
HMOX2,V_5389
HMP19,V_5390
HMSD,V_5391
HMX2,V_5392
HMX3,V_5393
HN1L,V_5394
HNF1A,V_5395
HNF1B,V_5396
HNF4A,V_5397
HNF4G,V_5398
HNMT,V_5399
HNRNPA0,V_5400
HNRNPA1,V_5401
HNRNPA1L2,V_5402
HNRNPA1P12,V_5403
HNRNPA2B1,V_5404
HNRNPA3,V_5405
HNRNPA3P1,V_5406
HNRNPC,V_5407
HNRNPCL1,V_5408
HNRNPCP2,V_5409
HNRNPD,V_5410
HNRNPDL,V_5411
HNRNPF,V_5412
HNRNPH1,V_5413
HNRNPH2,V_5414
HNRNPH3,V_5415
HNRNPK,V_5416
HNRNPKP3,V_5417
HNRNPL,V_5418
HNRNPLL,V_5419
HNRNPM,V_5420
HNRNPR,V_5421
HNRNPU,V_5422
HNRNPUL1,V_5423
HNRNPUL2,V_5424
HOGA1,V_5425
HOMER1,V_5426
HOMER3,V_5427
HOMEZ,V_5428
HOOK1,V_5429
HOOK2,V_5430
HOOK3,V_5431
HORMAD1,V_5432
HOXA1,V_5433
HOXA10,V_5434
HOXA11,V_5435
HOXA13,V_5436
HOXA2,V_5437
HOXA3,V_5438
HOXA4,V_5439
HOXA5,V_5440
HOXA6,V_5441
HOXA7,V_5442
HOXA9,V_5443
HOXB1,V_5444
HOXB13,V_5445
HOXB2,V_5446
HOXB3,V_5447
HOXB4,V_5448
HOXB5,V_5449
HOXB6,V_5450
HOXB8,V_5451
HOXB9,V_5452
HOXC10,V_5453
HOXC11,V_5454
HOXC12,V_5455
HOXC13,V_5456
HOXC4,V_5457
HOXC6,V_5458
HOXC8,V_5459
HOXC9,V_5460
HOXD10,V_5461
HOXD11,V_5462
HOXD12,V_5463
HOXD13,V_5464
HOXD3,V_5465
HOXD4,V_5466
HOXD8,V_5467
HOXD9,V_5468
HP1BP3,V_5469
HPD,V_5470
HPGD,V_5471
HPGDS,V_5472
HPN,V_5473
HPR,V_5474
HPS1,V_5475
HPS3,V_5476
HPS4,V_5477
HPS5,V_5478
HPS6,V_5479
HPSE,V_5480
HPSE2,V_5481
HPX,V_5482
HR,V_5483
HRASLS,V_5484
HRASLS5,V_5485
HRC,V_5486
HRG,V_5487
HRH1,V_5488
HRH2,V_5489
HRH3,V_5490
HRH4,V_5491
HRNR,V_5492
HS1BP3,V_5493
HS2ST1,V_5494
HS3ST1,V_5495
HS3ST2,V_5496
HS3ST3A1,V_5497
HS3ST4,V_5498
HS3ST5,V_5499
HS3ST6,V_5500
HS6ST1,V_5501
HS6ST3,V_5502
HSD11B1,V_5503
HSD17B1,V_5504
HSD17B11,V_5505
HSD17B12,V_5506
HSD17B2,V_5507
HSD17B4,V_5508
HSD17B7P2,V_5509
HSD3B1,V_5510
HSD3B2,V_5511
HSD3BP2,V_5512
HSDL1,V_5513
HSDL2,V_5514
HSF4,V_5515
HSF5,V_5516
HSFX2,V_5517
HSH2D,V_5518
HSP90AA1,V_5519
HSP90AB1,V_5520
HSP90AB2P,V_5521
HSP90AB3P,V_5522
HSP90B1,V_5523
HSP90B3P,V_5524
HSPA12A,V_5525
HSPA12B,V_5526
HSPA13,V_5527
HSPA1B,V_5528
HSPA1L,V_5529
HSPA2,V_5530
HSPA4,V_5531
HSPA4L,V_5532
HSPA6,V_5533
HSPA8,V_5534
HSPA9,V_5535
HSPBAP1,V_5536
HSPD1,V_5537
HSPG2,V_5538
HSPH1,V_5539
HTATSF1,V_5540
HTR1A,V_5541
HTR1B,V_5542
HTR1D,V_5543
HTR1E,V_5544
HTR1F,V_5545
HTR2A,V_5546
HTR2B,V_5547
HTR2C,V_5548
HTR3A,V_5549
HTR3B,V_5550
HTR3C,V_5551
HTR3D,V_5552
HTR3E,V_5553
HTR4,V_5554
HTR5A,V_5555
HTR6,V_5556
HTR7,V_5557
HTRA1,V_5558
HTRA2,V_5559
HTRA3,V_5560
HTRA4,V_5561
HTT,V_5562
HUNK,V_5563
HUS1,V_5564
HUS1B,V_5565
HUWE1,V_5566
HVCN1,V_5567
HYAL2,V_5568
HYAL3,V_5569
HYAL4,V_5570
HYDIN,V_5571
HYOU1,V_5572
HYPM,V_5573
HZGJ,V_5574
IARS,V_5575
IARS2,V_5576
IBA57,V_5577
IBSP,V_5578
IBTK,V_5579
ICA1,V_5580
ICA1L,V_5581
ICAM1,V_5582
ICAM2,V_5583
ICAM3,V_5584
ICAM4,V_5585
ICAM5,V_5586
ICE1,V_5587
ICE2,V_5588
ICK,V_5589
ICOS,V_5590
ICT1,V_5591
ID3,V_5592
IDE,V_5593
IDH1,V_5594
IDH2,V_5595
IDH3A,V_5596
IDH3B,V_5597
IDH3G,V_5598
IDI2,V_5599
IDO1,V_5600
IDO2,V_5601
IDS,V_5602
IER2,V_5603
IFFO1,V_5604
IFI16,V_5605
IFI30,V_5606
IFI44,V_5607
IFI44L,V_5608
IFIH1,V_5609
IFIT1,V_5610
IFIT1B,V_5611
IFIT2,V_5612
IFIT3,V_5613
IFIT5,V_5614
IFITM1,V_5615
IFNA1,V_5616
IFNA10,V_5617
IFNA13,V_5618
IFNA16,V_5619
IFNA17,V_5620
IFNA21,V_5621
IFNA22P,V_5622
IFNA5,V_5623
IFNA7,V_5624
IFNA8,V_5625
IFNAR1,V_5626
IFNAR2,V_5627
IFNB1,V_5628
IFNE,V_5629
IFNG,V_5630
IFNGR1,V_5631
IFNL2,V_5632
IFNL3,V_5633
IFNLR1,V_5634
IFRD1,V_5635
IFRD2,V_5636
IFT122,V_5637
IFT140,V_5638
IFT172,V_5639
IFT22,V_5640
IFT27,V_5641
IFT43,V_5642
IFT46,V_5643
IFT52,V_5644
IFT57,V_5645
IFT74,V_5646
IFT80,V_5647
IFT81,V_5648
IFT88,V_5649
IGDCC3,V_5650
IGDCC4,V_5651
IGF1,V_5652
IGF1R,V_5653
IGF2,V_5654
IGF2BP1,V_5655
IGF2BP2,V_5656
IGF2BP3,V_5657
IGF2R,V_5658
IGFBP1,V_5659
IGFBP2,V_5660
IGFBP3,V_5661
IGFBP5,V_5662
IGFBP7,V_5663
IGFL1,V_5664
IGFL2,V_5665
IGFLR1,V_5666
IGFN1,V_5667
IGHA1,V_5668
IGHA2,V_5669
IGHD,V_5670
IGHE,V_5671
IGHG1,V_5672
IGHG2,V_5673
IGHG3,V_5674
IGHG4,V_5675
IGHM,V_5676
IGHMBP2,V_5677
IGHV1-18,V_5678
IGHV1-24,V_5679
IGHV1-45,V_5680
IGHV1-46,V_5681
IGHV1-58,V_5682
IGHV1OR15-9,V_5683
IGHV1OR21-1,V_5684
IGHV2-26,V_5685
IGHV2-70,V_5686
IGHV3-13,V_5687
IGHV3-15,V_5688
IGHV3-16,V_5689
IGHV3-21,V_5690
IGHV3-23,V_5691
IGHV3-30,V_5692
IGHV3-33,V_5693
IGHV3-43,V_5694
IGHV3-53,V_5695
IGHV3-72,V_5696
IGHV3OR15-7,V_5697
IGHV3OR16-8,V_5698
IGHV3OR16-9,V_5699
IGHV4-28,V_5700
IGHV4-31,V_5701
IGHV4-55,V_5702
IGHV4-59,V_5703
IGHV4-61,V_5704
IGHV5-51,V_5705
IGJ,V_5706
IGKC,V_5707
IGKV1-13,V_5708
IGKV1-16,V_5709
IGKV1-17,V_5710
IGKV1-27,V_5711
IGKV1-5,V_5712
IGKV1-6,V_5713
IGKV1-8,V_5714
IGKV1D-16,V_5715
IGKV1D-17,V_5716
IGKV1D-27,V_5717
IGKV1D-42,V_5718
IGKV1D-43,V_5719
IGKV1D-8,V_5720
IGKV2-24,V_5721
IGKV2-26,V_5722
IGKV2-30,V_5723
IGKV2D-24,V_5724
IGKV2D-28,V_5725
IGKV2D-29,V_5726
IGKV2D-30,V_5727
IGKV3-11,V_5728
IGKV3-15,V_5729
IGKV3-7,V_5730
IGKV3D-11,V_5731
IGKV3D-20,V_5732
IGKV5-2,V_5733
IGKV6-21,V_5734
IGKV6D-21,V_5735
IGKV6D-41,V_5736
IGLC7,V_5737
IGLL5,V_5738
IGLON5,V_5739
IGLV2-14,V_5740
IGLV2-18,V_5741
IGLV3-9,V_5742
IGLV4-3,V_5743
IGSF1,V_5744
IGSF10,V_5745
IGSF11,V_5746
IGSF21,V_5747
IGSF22,V_5748
IGSF3,V_5749
IGSF5,V_5750
IGSF6,V_5751
IGSF8,V_5752
IGSF9,V_5753
IGSF9B,V_5754
IHH,V_5755
IK,V_5756
IKBIP,V_5757
IKBKAP,V_5758
IKBKB,V_5759
IKBKE,V_5760
IKBKG,V_5761
IKZF1,V_5762
IKZF2,V_5763
IKZF3,V_5764
IKZF4,V_5765
IL10,V_5766
IL10RA,V_5767
IL10RB,V_5768
IL12A,V_5769
IL12A-AS1,V_5770
IL12B,V_5771
IL12RB1,V_5772
IL12RB2,V_5773
IL13RA1,V_5774
IL13RA2,V_5775
IL15,V_5776
IL15RA,V_5777
IL16,V_5778
IL17A,V_5779
IL17F,V_5780
IL17RA,V_5781
IL17RB,V_5782
IL17RC,V_5783
IL17RD,V_5784
IL17RE,V_5785
IL18R1,V_5786
IL18RAP,V_5787
IL19,V_5788
IL1A,V_5789
IL1B,V_5790
IL1F10,V_5791
IL1R1,V_5792
IL1R2,V_5793
IL1RAP,V_5794
IL1RAPL1,V_5795
IL1RAPL2,V_5796
IL1RL1,V_5797
IL1RL2,V_5798
IL2,V_5799
IL20,V_5800
IL20RA,V_5801
IL20RB,V_5802
IL21,V_5803
IL21R,V_5804
IL22,V_5805
IL22RA1,V_5806
IL22RA2,V_5807
IL23R,V_5808
IL24,V_5809
IL25,V_5810
IL26,V_5811
IL27,V_5812
IL27RA,V_5813
IL2RA,V_5814
IL2RB,V_5815
IL31RA,V_5816
IL32,V_5817
IL33,V_5818
IL36A,V_5819
IL36B,V_5820
IL37,V_5821
IL3RA,V_5822
IL4I1,V_5823
IL4R,V_5824
IL5RA,V_5825
IL6,V_5826
IL6R,V_5827
IL6ST,V_5828
IL7R,V_5829
IL9,V_5830
IL9R,V_5831
ILDR1,V_5832
ILDR2,V_5833
ILF2,V_5834
ILF3,V_5835
ILKAP,V_5836
ILVBL,V_5837
IMMP2L,V_5838
IMMT,V_5839
IMPA2,V_5840
IMPACT,V_5841
IMPAD1,V_5842
IMPDH1,V_5843
IMPDH2,V_5844
IMPG1,V_5845
IMPG2,V_5846
INA,V_5847
INADL,V_5848
INCENP,V_5849
INF2,V_5850
ING1,V_5851
ING3,V_5852
ING4,V_5853
ING5,V_5854
INHA,V_5855
INHBA,V_5856
INHBB,V_5857
INHBC,V_5858
INHBE,V_5859
INMT,V_5860
INO80,V_5861
INO80B,V_5862
INO80D,V_5863
INPP1,V_5864
INPP4A,V_5865
INPP4B,V_5866
INPP5A,V_5867
INPP5B,V_5868
INPP5D,V_5869
INPP5F,V_5870
INPP5J,V_5871
INPPL1,V_5872
INSC,V_5873
INSIG2,V_5874
INSL5,V_5875
INSL6,V_5876
INSM2,V_5877
INSR,V_5878
INSRR,V_5879
INTS1,V_5880
INTS10,V_5881
INTS12,V_5882
INTS2,V_5883
INTS3,V_5884
INTS4,V_5885
INTS4P2,V_5886
INTS5,V_5887
INTS6,V_5888
INTS7,V_5889
INTS8,V_5890
INTS9,V_5891
INTU,V_5892
INVS,V_5893
IP6K2,V_5894
IP6K3,V_5895
IPCEF1,V_5896
IPMK,V_5897
IPO11,V_5898
IPO13,V_5899
IPO4,V_5900
IPO5,V_5901
IPO7,V_5902
IPO8,V_5903
IPO9,V_5904
IPP,V_5905
IPPK,V_5906
IQCA1,V_5907
IQCB1,V_5908
IQCC,V_5909
IQCD,V_5910
IQCE,V_5911
IQCF1,V_5912
IQCF2,V_5913
IQCF3,V_5914
IQCG,V_5915
IQCH,V_5916
IQCJ,V_5917
IQCJ-SCHIP1,V_5918
IQCK,V_5919
IQGAP1,V_5920
IQGAP2,V_5921
IQGAP3,V_5922
IQSEC1,V_5923
IQSEC2,V_5924
IQSEC3,V_5925
IQUB,V_5926
IRAK1,V_5927
IRAK2,V_5928
IRAK3,V_5929
IRAK4,V_5930
IREB2,V_5931
IRF1,V_5932
IRF2,V_5933
IRF2BP1,V_5934
IRF2BP2,V_5935
IRF2BPL,V_5936
IRF4,V_5937
IRF6,V_5938
IRF8,V_5939
IRF9,V_5940
IRGC,V_5941
IRGQ,V_5942
IRS1,V_5943
IRS2,V_5944
IRS4,V_5945
IRX1,V_5946
IRX2,V_5947
IRX3,V_5948
IRX4,V_5949
IRX5,V_5950
IRX6,V_5951
ISG20L2,V_5952
ISL1,V_5953
ISLR,V_5954
ISLR2,V_5955
ISM1,V_5956
ISM2,V_5957
ISOC1,V_5958
ISOC2,V_5959
ISPD,V_5960
IST1,V_5961
ISX,V_5962
ISY1-RAB43,V_5963
ISYNA1,V_5964
ITCH,V_5965
ITFG1,V_5966
ITFG2,V_5967
ITFG3,V_5968
ITGA1,V_5969
ITGA10,V_5970
ITGA11,V_5971
ITGA2,V_5972
ITGA2B,V_5973
ITGA3,V_5974
ITGA4,V_5975
ITGA5,V_5976
ITGA6,V_5977
ITGA7,V_5978
ITGA8,V_5979
ITGA9,V_5980
ITGAD,V_5981
ITGAE,V_5982
ITGAL,V_5983
ITGAM,V_5984
ITGAV,V_5985
ITGAX,V_5986
ITGB1,V_5987
ITGB1BP2,V_5988
ITGB2,V_5989
ITGB3,V_5990
ITGB4,V_5991
ITGB5,V_5992
ITGB6,V_5993
ITGB7,V_5994
ITGB8,V_5995
ITGBL1,V_5996
ITIH1,V_5997
ITIH2,V_5998
ITIH3,V_5999
ITIH4,V_6000
ITIH5,V_6001
ITIH6,V_6002
ITK,V_6003
ITLN1,V_6004
ITLN2,V_6005
ITM2A,V_6006
ITM2B,V_6007
ITPK1,V_6008
