gene,name
SH3RF2,V_11197
SH3RF3,V_11198
SH3TC1,V_11199
SH3TC2,V_11200
SH3YL1,V_11201
SHANK1,V_11202
SHANK2,V_11203
SHANK3,V_11204
SHB,V_11205
SHBG,V_11206
SHC1,V_11207
SHC2,V_11208
SHC3,V_11209
SHC4,V_11210
SHCBP1L,V_11211
SHD,V_11212
SHE,V_11213
SHFM1,V_11214
SHH,V_11215
SHISA2,V_11216
SHISA3,V_11217
SHISA4,V_11218
SHKBP1,V_11219
SHMT1,V_11220
SHMT2,V_11221
SHOC2,V_11222
SHOX,V_11223
SHOX2,V_11224
SHPK,V_11225
SHPRH,V_11226
SHQ1,V_11227
SHROOM2,V_11228
SHROOM3,V_11229
SHROOM4,V_11230
SI,V_11231
SIAE,V_11232
SIAH1,V_11233
SIAH2,V_11234
SIDT1,V_11235
SIDT2,V_11236
SIGIRR,V_11237
SIGLEC1,V_11238
SIGLEC10,V_11239
SIGLEC11,V_11240
SIGLEC12,V_11241
SIGLEC14,V_11242
SIGLEC15,V_11243
SIGLEC16,V_11244
SIGLEC5,V_11245
SIGLEC6,V_11246
SIGLEC7,V_11247
SIGLEC8,V_11248
SIGLEC9,V_11249
SIGLECL1,V_11250
SIK2,V_11251
SIK3,V_11252
SIKE1,V_11253
SIL1,V_11254
SIM1,V_11255
SIM2,V_11256
SIMC1,V_11257
SIN3A,V_11258
SIN3B,V_11259
SIPA1,V_11260
SIPA1L1,V_11261
SIPA1L2,V_11262
SIPA1L3,V_11263
SIRPA,V_11264
SIRPB1,V_11265
SIRPB2,V_11266
SIRPD,V_11267
SIRPG,V_11268
SIRT1,V_11269
SIRT2,V_11270
SIRT3,V_11271
SIRT7,V_11272
SIX1,V_11273
SIX2,V_11274
SIX3,V_11275
SIX4,V_11276
SIX5,V_11277
SIX6,V_11278
SKA1,V_11279
SKA3,V_11280
SKAP1,V_11281
SKAP2,V_11282
SKI,V_11283
SKIDA1,V_11284
SKIL,V_11285
SKIV2L,V_11286
SKIV2L2,V_11287
SKOR1,V_11288
SKP1,V_11289
SKP2,V_11290
SLA,V_11291
SLA2,V_11292
SLAIN1,V_11293
SLAMF1,V_11294
SLAMF6,V_11295
SLAMF7,V_11296
SLAMF8,V_11297
SLAMF9,V_11298
SLC10A2,V_11299
SLC10A3,V_11300
SLC10A4,V_11301
SLC10A5,V_11302
SLC10A6,V_11303
SLC10A7,V_11304
SLC11A1,V_11305
SLC11A2,V_11306
SLC12A1,V_11307
SLC12A2,V_11308
SLC12A3,V_11309
SLC12A4,V_11310
SLC12A5,V_11311
SLC12A6,V_11312
SLC12A7,V_11313
SLC12A8,V_11314
SLC12A9,V_11315
SLC13A1,V_11316
SLC13A2,V_11317
SLC13A3,V_11318
SLC13A4,V_11319
SLC13A5,V_11320
SLC14A1,V_11321
SLC14A2,V_11322
SLC15A1,V_11323
SLC15A2,V_11324
SLC15A3,V_11325
SLC15A4,V_11326
SLC16A1,V_11327
SLC16A10,V_11328
SLC16A12,V_11329
SLC16A13,V_11330
SLC16A14,V_11331
SLC16A2,V_11332
SLC16A4,V_11333
SLC16A5,V_11334
SLC16A6,V_11335
SLC16A7,V_11336
SLC16A9,V_11337
SLC17A1,V_11338
SLC17A2,V_11339
SLC17A3,V_11340
SLC17A4,V_11341
SLC17A5,V_11342
SLC17A6,V_11343
SLC17A7,V_11344
SLC17A8,V_11345
SLC17A9,V_11346
SLC18A1,V_11347
SLC18A2,V_11348
SLC18A3,V_11349
SLC18B1,V_11350
SLC19A2,V_11351
SLC19A3,V_11352
SLC1A1,V_11353
SLC1A2,V_11354
SLC1A3,V_11355
SLC1A4,V_11356
SLC1A5,V_11357
SLC1A6,V_11358
SLC1A7,V_11359
SLC20A1,V_11360
SLC20A2,V_11361
SLC22A1,V_11362
SLC22A10,V_11363
SLC22A11,V_11364
SLC22A12,V_11365
SLC22A13,V_11366
SLC22A14,V_11367
SLC22A15,V_11368
SLC22A16,V_11369
SLC22A2,V_11370
SLC22A20,V_11371
SLC22A23,V_11372
SLC22A24,V_11373
SLC22A25,V_11374
SLC22A3,V_11375
SLC22A4,V_11376
SLC22A5,V_11377
SLC22A6,V_11378
SLC22A7,V_11379
SLC22A8,V_11380
SLC22A9,V_11381
SLC23A1,V_11382
SLC23A2,V_11383
SLC23A3,V_11384
SLC24A1,V_11385
SLC24A2,V_11386
SLC24A3,V_11387
SLC24A4,V_11388
SLC24A5,V_11389
SLC25A11,V_11390
SLC25A12,V_11391
SLC25A13,V_11392
SLC25A14,V_11393
SLC25A18,V_11394
SLC25A19,V_11395
SLC25A2,V_11396
SLC25A23,V_11397
SLC25A24,V_11398
SLC25A25,V_11399
SLC25A28,V_11400
SLC25A3,V_11401
SLC25A30,V_11402
SLC25A31,V_11403
SLC25A32,V_11404
SLC25A36,V_11405
SLC25A37,V_11406
SLC25A39,V_11407
SLC25A40,V_11408
SLC25A41,V_11409
SLC25A42,V_11410
SLC25A43,V_11411
SLC25A44,V_11412
SLC25A45,V_11413
SLC25A47,V_11414
SLC25A51P1,V_11415
SLC25A52,V_11416
SLC25A53,V_11417
SLC25A6,V_11418
SLC26A1,V_11419
SLC26A10,V_11420
SLC26A11,V_11421
SLC26A2,V_11422
SLC26A3,V_11423
SLC26A4,V_11424
SLC26A5,V_11425
SLC26A6,V_11426
SLC26A7,V_11427
SLC26A8,V_11428
SLC26A9,V_11429
SLC27A1,V_11430
SLC27A2,V_11431
SLC27A3,V_11432
SLC27A4,V_11433
SLC27A5,V_11434
SLC27A6,V_11435
SLC28A1,V_11436
SLC28A2,V_11437
SLC28A3,V_11438
SLC29A1,V_11439
SLC29A2,V_11440
SLC29A3,V_11441
SLC29A4,V_11442
SLC2A1,V_11443
SLC2A10,V_11444
SLC2A11,V_11445
SLC2A12,V_11446
SLC2A13,V_11447
SLC2A14,V_11448
SLC2A2,V_11449
SLC2A3,V_11450
SLC2A4,V_11451
SLC2A5,V_11452
SLC2A7,V_11453
SLC2A9,V_11454
SLC30A10,V_11455
SLC30A2,V_11456
SLC30A3,V_11457
SLC30A5,V_11458
SLC30A7,V_11459
SLC30A8,V_11460
SLC30A9,V_11461
SLC31A1,V_11462
SLC32A1,V_11463
SLC33A1,V_11464
SLC34A1,V_11465
SLC34A2,V_11466
SLC34A3,V_11467
SLC35A1,V_11468
SLC35A2,V_11469
SLC35A5,V_11470
SLC35B1,V_11471
SLC35B3,V_11472
SLC35B4,V_11473
SLC35C1,V_11474
SLC35C2,V_11475
SLC35D1,V_11476
SLC35D3,V_11477
SLC35E3,V_11478
SLC35E4,V_11479
SLC35F1,V_11480
SLC35F2,V_11481
SLC35F3,V_11482
SLC35F4,V_11483
SLC35F5,V_11484
SLC35F6,V_11485
SLC35G1,V_11486
SLC35G2,V_11487
SLC35G3,V_11488
SLC35G5,V_11489
SLC36A1,V_11490
SLC36A2,V_11491
SLC36A3,V_11492
SLC36A4,V_11493
SLC37A1,V_11494
SLC37A2,V_11495
SLC37A3,V_11496
SLC38A1,V_11497
SLC38A10,V_11498
SLC38A11,V_11499
SLC38A2,V_11500
SLC38A3,V_11501
SLC38A4,V_11502
SLC38A5,V_11503
SLC38A6,V_11504
SLC38A7,V_11505
SLC38A8,V_11506
SLC38A9,V_11507
SLC39A1,V_11508
SLC39A10,V_11509
SLC39A11,V_11510
SLC39A12,V_11511
SLC39A13,V_11512
SLC39A14,V_11513
SLC39A2,V_11514
SLC39A3,V_11515
SLC39A4,V_11516
SLC39A5,V_11517
SLC39A6,V_11518
SLC39A7,V_11519
SLC3A1,V_11520
SLC3A2,V_11521
SLC40A1,V_11522
SLC41A1,V_11523
SLC41A3,V_11524
SLC43A1,V_11525
SLC43A2,V_11526
SLC43A3,V_11527
SLC44A1,V_11528
SLC44A2,V_11529
SLC44A3,V_11530
SLC44A4,V_11531
SLC44A5,V_11532
SLC45A1,V_11533
SLC45A2,V_11534
SLC45A3,V_11535
SLC45A4,V_11536
SLC46A1,V_11537
SLC46A2,V_11538
SLC46A3,V_11539
SLC47A1,V_11540
SLC47A2,V_11541
SLC4A1,V_11542
SLC4A10,V_11543
SLC4A11,V_11544
SLC4A1AP,V_11545
SLC4A2,V_11546
SLC4A3,V_11547
SLC4A4,V_11548
SLC4A5,V_11549
SLC4A7,V_11550
SLC4A8,V_11551
SLC4A9,V_11552
SLC51A,V_11553
SLC52A1,V_11554
SLC52A2,V_11555
SLC52A3,V_11556
SLC5A1,V_11557
SLC5A10,V_11558
SLC5A11,V_11559
SLC5A12,V_11560
SLC5A2,V_11561
SLC5A3,V_11562
SLC5A4,V_11563
SLC5A5,V_11564
SLC5A6,V_11565
SLC5A7,V_11566
SLC5A8,V_11567
SLC5A9,V_11568
SLC6A1,V_11569
SLC6A10P,V_11570
SLC6A11,V_11571
SLC6A12,V_11572
SLC6A13,V_11573
SLC6A14,V_11574
SLC6A15,V_11575
SLC6A16,V_11576
SLC6A17,V_11577
SLC6A18,V_11578
SLC6A19,V_11579
SLC6A2,V_11580
SLC6A20,V_11581
SLC6A3,V_11582
SLC6A4,V_11583
SLC6A5,V_11584
SLC6A6,V_11585
SLC6A7,V_11586
SLC6A8,V_11587
SLC6A9,V_11588
SLC7A1,V_11589
SLC7A10,V_11590
SLC7A13,V_11591
SLC7A14,V_11592
SLC7A2,V_11593
SLC7A3,V_11594
SLC7A4,V_11595
SLC7A5,V_11596
SLC7A6,V_11597
SLC7A6OS,V_11598
SLC7A7,V_11599
SLC7A8,V_11600
SLC7A9,V_11601
SLC8A1,V_11602
SLC8A2,V_11603
SLC8A3,V_11604
SLC8B1,V_11605
SLC9A1,V_11606
SLC9A2,V_11607
SLC9A3,V_11608
SLC9A4,V_11609
SLC9A5,V_11610
SLC9A6,V_11611
SLC9A7,V_11612
SLC9A7P1,V_11613
SLC9A8,V_11614
SLC9A9,V_11615
SLC9B1,V_11616
SLC9B2,V_11617
SLC9C1,V_11618
SLC9C2,V_11619
SLCO1A2,V_11620
SLCO1B1,V_11621
SLCO1B3,V_11622
SLCO1C1,V_11623
SLCO2A1,V_11624
SLCO2B1,V_11625
SLCO3A1,V_11626
SLCO4A1,V_11627
SLCO4C1,V_11628
SLCO5A1,V_11629
SLCO6A1,V_11630
SLFN11,V_11631
SLFN12,V_11632
SLFN12L,V_11633
SLFN13,V_11634
SLFN5,V_11635
SLFNL1,V_11636
SLIT1,V_11637
SLIT2,V_11638
SLIT3,V_11639
SLITRK1,V_11640
SLITRK2,V_11641
SLITRK3,V_11642
SLITRK4,V_11643
SLITRK5,V_11644
SLITRK6,V_11645
SLK,V_11646
SLMAP,V_11647
SLMO2,V_11648
SLPI,V_11649
SLTM,V_11650
SLU7,V_11651
SLX4,V_11652
SLX4IP,V_11653
SMAD1,V_11654
SMAD2,V_11655
SMAD3,V_11656
SMAD4,V_11657
SMAD7,V_11658
SMAD9,V_11659
SMAP1,V_11660
SMAP2,V_11661
SMARCA1,V_11662
SMARCA2,V_11663
SMARCA4,V_11664
SMARCA5,V_11665
SMARCAD1,V_11666
SMARCAL1,V_11667
SMARCB1,V_11668
SMARCC1,V_11669
SMARCC2,V_11670
SMARCD1,V_11671
SMARCD2,V_11672
SMARCD3,V_11673
SMARCE1,V_11674
SMC1A,V_11675
SMC1B,V_11676
SMC2,V_11677
SMC3,V_11678
SMC4,V_11679
SMC5,V_11680
SMC6,V_11681
SMCHD1,V_11682
SMCO1,V_11683
SMCO3,V_11684
SMCR8,V_11685
SMEK1,V_11686
SMEK2,V_11687
SMG1,V_11688
SMG5,V_11689
SMG6,V_11690
SMG7,V_11691
SMG8,V_11692
SMG9,V_11693
SMIM12,V_11694
SMIM8,V_11695
SMO,V_11696
SMOC1,V_11697
SMOC2,V_11698
SMOX,V_11699
SMPD1,V_11700
SMPD3,V_11701
SMPD4,V_11702
SMPDL3B,V_11703
SMR3A,V_11704
SMR3B,V_11705
SMTN,V_11706
SMTNL1,V_11707
SMTNL2,V_11708
SMUG1,V_11709
SMURF1,V_11710
SMURF2,V_11711
SMYD1,V_11712
SMYD2,V_11713
SMYD3,V_11714
SMYD4,V_11715
SMYD5,V_11716
SNAI2,V_11717
SNAP25,V_11718
SNAP29,V_11719
SNAP47,V_11720
SNAP91,V_11721
SNAPC1,V_11722
SNAPC4,V_11723
SNCA,V_11724
SNCAIP,V_11725
SND1,V_11726
SNED1,V_11727
SNIP1,V_11728
SNORA15,V_11729
SNORD107,V_11730
SNORD115-13,V_11731
SNORD115-17,V_11732
SNORD115-2,V_11733
SNORD115-20,V_11734
SNORD115-21,V_11735
SNORD115-23,V_11736
SNORD115-25,V_11737
SNORD115-26,V_11738
SNORD115-27,V_11739
SNORD115-30,V_11740
SNORD115-31,V_11741
SNORD115-32,V_11742
SNORD115-33,V_11743
SNORD115-34,V_11744
SNORD115-35,V_11745
SNORD115-40,V_11746
SNORD115-42,V_11747
SNORD115-43,V_11748
SNORD115-5,V_11749
SNORD115-8,V_11750
SNORD116-10,V_11751
SNRK,V_11752
SNRNP200,V_11753
SNRNP40,V_11754
SNRNP48,V_11755
SNRPC,V_11756
SNRPD1,V_11757
SNRPN,V_11758
SNTA1,V_11759
SNTB1,V_11760
SNTB2,V_11761
SNTG1,V_11762
SNTG2,V_11763
SNW1,V_11764
SNX1,V_11765
SNX10,V_11766
SNX11,V_11767
SNX13,V_11768
SNX14,V_11769
SNX15,V_11770
SNX16,V_11771
SNX18,V_11772
SNX19,V_11773
SNX21,V_11774
SNX24,V_11775
SNX25,V_11776
SNX27,V_11777
SNX29,V_11778
SNX31,V_11779
SNX32,V_11780
SNX33,V_11781
SNX4,V_11782
SNX5,V_11783
SNX7,V_11784
SNX8,V_11785
SNX9,V_11786
SOAT1,V_11787
SOAT2,V_11788
SOBP,V_11789
SOCS3,V_11790
SOCS4,V_11791
SOCS5,V_11792
SOCS6,V_11793
SOCS7,V_11794
SOD2,V_11795
SOGA1,V_11796
SOGA3,V_11797
SOHLH1,V_11798
SOHLH2,V_11799
SON,V_11800
SORBS1,V_11801
SORBS2,V_11802
SORBS3,V_11803
SORCS1,V_11804
SORCS2,V_11805
SORCS3,V_11806
SORD,V_11807
SORL1,V_11808
SORT1,V_11809
SOS1,V_11810
SOS2,V_11811
SOST,V_11812
SOSTDC1,V_11813
SOWAHB,V_11814
SOX10,V_11815
SOX11,V_11816
SOX12,V_11817
SOX13,V_11818
SOX14,V_11819
SOX3,V_11820
SOX30,V_11821
SOX4,V_11822
SOX5,V_11823
SOX6,V_11824
SOX7,V_11825
SOX8,V_11826
SOX9,V_11827
SP1,V_11828
SP100,V_11829
SP110,V_11830
SP140,V_11831
SP140L,V_11832
SP2,V_11833
SP3,V_11834
SP4,V_11835
SP7,V_11836
SP8,V_11837
SPACA1,V_11838
SPACA3,V_11839
SPAG1,V_11840
SPAG11A,V_11841
SPAG11B,V_11842
SPAG16,V_11843
SPAG17,V_11844
SPAG4,V_11845
SPAG5,V_11846
SPAG6,V_11847
SPAG7,V_11848
SPAG9,V_11849
SPAM1,V_11850
SPANXB1,V_11851
SPANXD,V_11852
SPANXN1,V_11853
SPANXN2,V_11854
SPANXN3,V_11855
SPANXN5,V_11856
SPARC,V_11857
SPARCL1,V_11858
SPAST,V_11859
SPATA13,V_11860
SPATA16,V_11861
SPATA17,V_11862
SPATA18,V_11863
SPATA19,V_11864
SPATA2,V_11865
SPATA20,V_11866
SPATA21,V_11867
SPATA22,V_11868
SPATA2L,V_11869
SPATA31A1,V_11870
SPATA31A3,V_11871
SPATA31A6,V_11872
SPATA31A7,V_11873
SPATA31B1P,V_11874
SPATA31C1,V_11875
SPATA31C2,V_11876
SPATA31D1,V_11877
SPATA31D5P,V_11878
SPATA31E1,V_11879
SPATA32,V_11880
SPATA4,V_11881
SPATA5,V_11882
SPATA6,V_11883
SPATA6L,V_11884
SPATA7,V_11885
SPATA8,V_11886
SPATC1,V_11887
SPATS1,V_11888
SPATS2,V_11889
SPC25,V_11890
SPDEF,V_11891
SPDL1,V_11892
SPDYC,V_11893
SPDYE1,V_11894
SPDYE3,V_11895
SPDYE5,V_11896
SPDYE7P,V_11897
SPECC1,V_11898
SPECC1L,V_11899
SPEF2,V_11900
SPEG,V_11901
SPEM1,V_11902
SPEN,V_11903
SPERT,V_11904
SPESP1,V_11905
SPG11,V_11906
SPG20,V_11907
SPG21,V_11908
SPG7,V_11909
SPHK1,V_11910
SPHK2,V_11911
SPHKAP,V_11912
SPIC,V_11913
SPICE1,V_11914
SPIDR,V_11915
SPIN3,V_11916
SPINK5,V_11917
SPINK6,V_11918
SPINT1,V_11919
SPIRE1,V_11920
SPIRE2,V_11921
SPN,V_11922
SPNS1,V_11923
SPNS2,V_11924
SPNS3,V_11925
SPO11,V_11926
SPOCD1,V_11927
SPOCK1,V_11928
SPOCK2,V_11929
SPOCK3,V_11930
SPON1,V_11931
SPON2,V_11932
SPOPL,V_11933
SPP1,V_11934
SPP2,V_11935
SPPL2A,V_11936
SPPL2B,V_11937
SPPL2C,V_11938
SPPL3,V_11939
SPRED1,V_11940
SPRED2,V_11941
SPRR1A,V_11942
SPRR1B,V_11943
SPRR2A,V_11944
SPRR2B,V_11945
SPRR2D,V_11946
SPRR3,V_11947
SPRTN,V_11948
SPRY1,V_11949
SPRY2,V_11950
SPRY3,V_11951
SPSB1,V_11952
SPSB3,V_11953
SPTA1,V_11954
SPTAN1,V_11955
SPTB,V_11956
SPTBN1,V_11957
SPTBN2,V_11958
SPTBN4,V_11959
SPTBN5,V_11960
SPTLC1,V_11961
SPTLC2,V_11962
SPTLC3,V_11963
SPTY2D1,V_11964
SPZ1,V_11965
SQLE,V_11966
SQRDL,V_11967
SQSTM1,V_11968
SRA1,V_11969
SRBD1,V_11970
SRC,V_11971
SRCAP,V_11972
SRCIN1,V_11973
SRD5A2,V_11974
SRD5A3,V_11975
SREBF1,V_11976
SREBF2,V_11977
SREK1,V_11978
SRF,V_11979
SRFBP1,V_11980
SRGAP1,V_11981
SRGAP2,V_11982
SRGAP3,V_11983
SRL,V_11984
SRM,V_11985
SRMS,V_11986
SRP54,V_11987
SRP68,V_11988
SRP68P3,V_11989
SRP72,V_11990
SRPK1,V_11991
SRPK2,V_11992
SRPK3,V_11993
SRPR,V_11994
SRPX,V_11995
SRPX2,V_11996
SRRD,V_11997
SRRM1,V_11998
SRRM2,V_11999
SRRM3,V_12000
SRRM4,V_12001
SRRT,V_12002
SRSF10,V_12003
SRSF11,V_12004
SRSF2,V_12005
SRSF4,V_12006
SRSF5,V_12007
SRSF6,V_12008
SRSF7,V_12009
SS18,V_12010
SS18L1,V_12011
SSBP2,V_12012
SSC4D,V_12013
SSFA2,V_12014
SSH1,V_12015
SSH2,V_12016
SSH3,V_12017
SSMEM1,V_12018
SSPN,V_12019
SSPO,V_12020
SSR2,V_12021
SSR3,V_12022
SSRP1,V_12023
SSTR1,V_12024
SSTR2,V_12025
SSTR3,V_12026
SSTR4,V_12027
SSTR5,V_12028
SSU72P8,V_12029
SSUH2,V_12030
SSX1,V_12031
SSX2IP,V_12032
SSX5,V_12033
SSX6,V_12034
SSX7,V_12035
SSX8,V_12036
SSX9,V_12037
ST13P4,V_12038
ST14,V_12039
ST18,V_12040
ST3GAL1,V_12041
ST3GAL2,V_12042
ST3GAL3,V_12043
ST3GAL4,V_12044
ST3GAL5,V_12045
ST3GAL6,V_12046
ST5,V_12047
ST6GAL1,V_12048
ST6GAL2,V_12049
ST6GALNAC1,V_12050
ST6GALNAC2,V_12051
ST6GALNAC3,V_12052
ST6GALNAC4,V_12053
ST6GALNAC5,V_12054
ST7,V_12055
ST7L,V_12056
ST8SIA1,V_12057
ST8SIA2,V_12058
ST8SIA3,V_12059
ST8SIA4,V_12060
ST8SIA5,V_12061
ST8SIA6,V_12062
STAB1,V_12063
STAB2,V_12064
STAC,V_12065
STAC2,V_12066
STAC3,V_12067
STAG1,V_12068
STAG2,V_12069
STAG3,V_12070
STAM,V_12071
STAM2,V_12072
STAMBPL1,V_12073
STAP1,V_12074
STAP2,V_12075
STAR,V_12076
STARD13,V_12077
STARD3,V_12078
STARD3NL,V_12079
STARD4,V_12080
STARD7,V_12081
STARD8,V_12082
STAT1,V_12083
STAT2,V_12084
STAT3,V_12085
STAT4,V_12086
STAT5A,V_12087
STAT5B,V_12088
STAT6,V_12089
STAU1,V_12090
STAU2,V_12091
STC1,V_12092
STC2,V_12093
STEAP1,V_12094
STEAP1B,V_12095
STEAP2,V_12096
STEAP3,V_12097
STEAP4,V_12098
STIL,V_12099
STIM1,V_12100
STIM2,V_12101
STIP1,V_12102
STK10,V_12103
STK11,V_12104
STK11IP,V_12105
STK16,V_12106
STK17B,V_12107
STK19,V_12108
STK24,V_12109
STK25,V_12110
STK26,V_12111
STK3,V_12112
STK31,V_12113
STK32B,V_12114
STK32C,V_12115
STK33,V_12116
STK35,V_12117
STK36,V_12118
STK38L,V_12119
STK39,V_12120
STK4,V_12121
STK40,V_12122
STKLD1,V_12123
STMN2,V_12124
STMN4,V_12125
STOM,V_12126
STOML1,V_12127
STOML2,V_12128
STOML3,V_12129
STON1,V_12130
STON1-GTF2A1L,V_12131
STON2,V_12132
STOX1,V_12133
STOX2,V_12134
STPG1,V_12135
STPG2,V_12136
STRA6,V_12137
STRA8,V_12138
STRADA,V_12139
STRADB,V_12140
STRBP,V_12141
STRC,V_12142
STRIP1,V_12143
STRIP2,V_12144
STRN,V_12145
STRN3,V_12146
STRN4,V_12147
STS,V_12148
STT3A,V_12149
STT3B,V_12150
STX11,V_12151
STX16,V_12152
STX19,V_12153
STX1A,V_12154
STX1B,V_12155
STX2,V_12156
STX4,V_12157
STXBP1,V_12158
STXBP2,V_12159
STXBP4,V_12160
STXBP5,V_12161
STXBP5L,V_12162
STXBP6,V_12163
STYK1,V_12164
STYXL1,V_12165
SUCLA2,V_12166
SUCLG1,V_12167
SUCNR1,V_12168
SUCO,V_12169
SUDS3,V_12170
SUFU,V_12171
SUGCT,V_12172
SUGP1,V_12173
SUGP2,V_12174
SUGT1,V_12175
SULF1,V_12176
SULF2,V_12177
SULT1A1,V_12178
SULT1B1,V_12179
SULT1C2,V_12180
SULT1C3,V_12181
SULT1C4,V_12182
SULT1E1,V_12183
SULT2A1,V_12184
SULT2B1,V_12185
SULT6B1,V_12186
SUMF1,V_12187
SUN1,V_12188
SUN2,V_12189
SUN3,V_12190
SUN5,V_12191
SUOX,V_12192
SUPT16H,V_12193
SUPT20H,V_12194
SUPT20HL1,V_12195
SUPT20HL2,V_12196
SUPT3H,V_12197
SUPT5H,V_12198
SUPT6H,V_12199
SUPT7L,V_12200
SUPV3L1,V_12201
SURF1,V_12202
SURF2,V_12203
SURF4,V_12204
SURF6,V_12205
SUSD1,V_12206
SUSD2,V_12207
SUSD3,V_12208
SUSD4,V_12209
SUSD5,V_12210
SUV39H2,V_12211
SUV420H1,V_12212
SUV420H2,V_12213
SUZ12,V_12214
SV2A,V_12215
SV2B,V_12216
SV2C,V_12217
SVEP1,V_12218
SVIL,V_12219
SVILP1,V_12220
SVOP,V_12221
SVOPL,V_12222
SWI5,V_12223
SWT1,V_12224
SYAP1,V_12225
SYBU,V_12226
SYCE1,V_12227
SYCP1,V_12228
SYCP2,V_12229
SYCP2L,V_12230
SYDE1,V_12231
SYDE2,V_12232
SYF2,V_12233
SYK,V_12234
SYMPK,V_12235
SYN1,V_12236
SYN2,V_12237
SYN3,V_12238
SYNCRIP,V_12239
SYNDIG1,V_12240
SYNDIG1L,V_12241
SYNE1,V_12242
SYNE2,V_12243
SYNE3,V_12244
SYNE4,V_12245
SYNGAP1,V_12246
SYNGR4,V_12247
SYNJ1,V_12248
SYNJ2,V_12249
SYNM,V_12250
SYNPO,V_12251
SYNPO2,V_12252
SYNPO2L,V_12253
SYNPR,V_12254
SYNRG,V_12255
SYP,V_12256
SYPL2,V_12257
SYT1,V_12258
SYT10,V_12259
SYT11,V_12260
SYT12,V_12261
SYT13,V_12262
SYT14,V_12263
SYT16,V_12264
SYT17,V_12265
SYT2,V_12266
SYT3,V_12267
SYT4,V_12268
SYT5,V_12269
SYT6,V_12270
SYT7,V_12271
SYT8,V_12272
SYT9,V_12273
SYTL1,V_12274
SYTL2,V_12275
SYTL3,V_12276
SYTL4,V_12277
SYTL5,V_12278
SYVN1,V_12279
SZT2,V_12280
T,V_12281
TAAR1,V_12282
TAAR2,V_12283
TAAR5,V_12284
TAAR6,V_12285
TAAR8,V_12286
TAAR9,V_12287
TAB1,V_12288
TAB2,V_12289
TAB3,V_12290
TAC1,V_12291
TACC1,V_12292
TACC2,V_12293
TACC3,V_12294
TACR1,V_12295
TACR2,V_12296
TACR3,V_12297
TACSTD2,V_12298
TADA1,V_12299
TADA2A,V_12300
TADA3,V_12301
TAF1,V_12302
TAF15,V_12303
TAF1A,V_12304
TAF1B,V_12305
TAF1C,V_12306
TAF1L,V_12307
TAF2,V_12308
TAF3,V_12309
TAF4,V_12310
TAF4B,V_12311
TAF5,V_12312
TAF5L,V_12313
TAF6,V_12314
TAF6L,V_12315
TAF7L,V_12316
TAF8,V_12317
TAF9,V_12318
TAF9B,V_12319
TAGAP,V_12320
TAGLN,V_12321
TAGLN2,V_12322
TAL1,V_12323
TALDO1,V_12324
TANC1,V_12325
TANC2,V_12326
TANGO2,V_12327
TANGO6,V_12328
TANK,V_12329
TAOK1,V_12330
TAOK2,V_12331
TAOK3,V_12332
TAP1,V_12333
TAP2,V_12334
TAPBP,V_12335
TAPBPL,V_12336
TARBP1,V_12337
TARBP2,V_12338
TARDBP,V_12339
TARS,V_12340
TARS2,V_12341
TARSL2,V_12342
TAS1R1,V_12343
TAS1R2,V_12344
TAS1R3,V_12345
TAS2R1,V_12346
TAS2R10,V_12347
TAS2R13,V_12348
TAS2R14,V_12349
TAS2R16,V_12350
TAS2R19,V_12351
TAS2R20,V_12352
TAS2R30,V_12353
TAS2R31,V_12354
TAS2R38,V_12355
TAS2R39,V_12356
TAS2R40,V_12357
TAS2R41,V_12358
TAS2R42,V_12359
TAS2R5,V_12360
TAS2R50,V_12361
TAS2R60,V_12362
TAS2R7,V_12363
TASP1,V_12364
TAT,V_12365
TATDN2,V_12366
TAX1BP1,V_12367
TBATA,V_12368
TBC1D1,V_12369
TBC1D10A,V_12370
TBC1D12,V_12371
TBC1D14,V_12372
TBC1D15,V_12373
TBC1D16,V_12374
TBC1D17,V_12375
TBC1D19,V_12376
TBC1D2,V_12377
TBC1D20,V_12378
TBC1D22A,V_12379
TBC1D22B,V_12380
TBC1D23,V_12381
TBC1D24,V_12382
TBC1D25,V_12383
TBC1D28,V_12384
TBC1D29,V_12385
TBC1D2B,V_12386
TBC1D31,V_12387
TBC1D32,V_12388
TBC1D3B,V_12389
TBC1D3F,V_12390
TBC1D3I,V_12391
TBC1D3P2,V_12392
TBC1D3P5,V_12393
TBC1D4,V_12394
TBC1D5,V_12395
TBC1D8,V_12396
TBC1D8B,V_12397
TBC1D9,V_12398
TBC1D9B,V_12399
TBCCD1,V_12400
TBCD,V_12401
TBCE,V_12402
TBCK,V_12403
TBK1,V_12404
TBKBP1,V_12405
TBL1X,V_12406
TBL1XR1,V_12407
TBL1Y,V_12408
TBL2,V_12409
TBL3,V_12410
TBP,V_12411
TBPL2,V_12412
TBR1,V_12413
TBRG4,V_12414
TBX1,V_12415
TBX10,V_12416
TBX15,V_12417
TBX18,V_12418
TBX19,V_12419
TBX2,V_12420
TBX20,V_12421
TBX21,V_12422
TBX22,V_12423
TBX3,V_12424
TBX4,V_12425
TBX5,V_12426
TBX6,V_12427
TBXA2R,V_12428
TBXAS1,V_12429
TC2N,V_12430
TCAF1,V_12431
TCAF2,V_12432
TCEA1,V_12433
TCEA2,V_12434
TCEA3,V_12435
TCEAL3,V_12436
TCEAL4,V_12437
TCEAL5,V_12438
